event_id,date_event,state,municipality,event_type,fatalities_on_site,fatalities_during_transfer,detainees,institution_personnel_injured,cooperation_USA,source
MX-SEDENA-2026-02-22-001,2026-02-22,Jalisco,Tapalpa,Military operation / armed confrontation,4,3,2,3,TRUE,Official SEDENA communiqué
